2025-01-25 15:02:58 UTC | CORE | DEBUG | (pkg/util/log/log.go:791 in func1) | 'use_proxy_for_cloud_metadata' is enabled: adding cloud provider URL to the no_proxy list
2025-01-25 15:03:00 UTC | CORE | DEBUG | (pkg/collector/python/datadog_agent.go:135 in LogMessage) | postgres:53149016192e4cfc | (tracking.py:76) | [postgres._get_pg_stat_statements_columns] operation completed in 0.00476837158203125 ms
2025-01-25 15:03:00 UTC | CORE | DEBUG | (pkg/collector/python/datadog_agent.go:135 in LogMessage) | postgres:53149016192e4cfc | (tracking.py:79) | [postgres._get_pg_stat_statements_columns] received result length 73
2025-01-25 15:03:00 UTC | CORE | DEBUG | (pkg/collector/python/datadog_agent.go:135 in LogMessage) | postgres:53149016192e4cfc | (statements.py:159) | Running query [
SELECT blk_read_time, blk_write_time, calls, datname, local_blks_dirtied, local_blks_hit, local_blks_read, local_blks_written, max_plan_time, mean_plan_time, min_plan_time, query, queryid, rolname, rows, shared_blks_dirtied, shared_blks_hit, shared_blks_read, shared_blks_written, stddev_plan_time, temp_blks_read, temp_blks_written, total_exec_time, total_plan_time, wal_bytes, wal_fpi, wal_records
  FROM pg_stat_statements as pg_stat_statements
  LEFT JOIN pg_roles
         ON pg_stat_statements.userid = pg_roles.oid
  LEFT JOIN pg_database
         ON pg_stat_statements.dbid = pg_database.oid
  WHERE query != '<insufficient privilege>'
  AND query NOT LIKE 'EXPLAIN %%'
   AND pg_database.datname NOT ILIKE %s AND pg_database.datname NOT ILIKE %s AND pg_database.datname NOT ILIKE %s AND pg_database.datname NOT ILIKE %s

] ('template%', 'rdsadmin', 'azure_maintenance', 'cloudsqladmin')
  METRIC                                                  TYPE   TIMESTAMP   VALUE                TAGS                                                                                                                                                                                                                        
  dd.postgres.get_new_pg_stat_activity.rows.95percentile  gauge  1737817380  11                   agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.rows.avg           gauge  1737817380  11                   agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.rows.count         rate   1737817380  1                    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.rows.max           gauge  1737817380  11                   agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.rows.median        gauge  1737817380  11                   agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.time.95percentile  gauge  1737817380  4.376888275146484    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.time.avg           gauge  1737817380  4.376888275146484    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.time.count         rate   1737817380  1                    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.time.max           gauge  1737817380  4.376888275146484    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.get_new_pg_stat_activity.time.median        gauge  1737817380  4.376888275146484    agent_hostname:docker-desktop, db:postgres, port:5432, postgresql_version:16.6 (Debian 16.6-1.pgdg120+1), replication_role:master, server:db, system_identifier:7463868736292278310                                         
  dd.postgres.operation.result.length                     gauge  1737817380  20                   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_available_activity_columns, port:5432, server:db                                                                      
  dd.postgres.operation.result.length                     gauge  1737817380  11                   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_new_pg_stat_activity, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  19.649505615234375   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_collect_plan_for_statement, port:5432, server:db                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  36.02910041809082    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_collect_postgres_settings, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  26.276350021362305   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_emit_pg_stat_statements_metrics, port:5432, server:db                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  23.542404174804688   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_available_activity_columns, port:5432, server:db                                                                      
  dd.postgres.operation.time.95percentile                 gauge  1737817380  11.42263412475586    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_db_explain_setup_state, port:5432, server:db                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  4.76384162902832     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_new_pg_stat_activity, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  18.81575584411621    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_run_and_track_explain, port:5432, server:db                                                                               
  dd.postgres.operation.time.95percentile                 gauge  1737817380  18.48888397216797    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_run_explain_safe, port:5432, server:db                                                                                    
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.8280277252197266   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:analyze_progress_metrics, port:5432, server:db                                                                             
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.7368793487548828   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:analyze_progress_metrics, port:5432, server:db                                                                             
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.6783008575439453   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:archiver_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.729726791381836    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:archiver_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.8666515350341797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:bgw_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.9214153289794922   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:bgw_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  7.676601409912109    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:cluster_vacuum_progress_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.9429454803466797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:cluster_vacuum_progress_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.0210742950439453   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:connections_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.95percentile                 gauge  1737817380  3.111124038696289    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:connections_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.9825229644775391   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:count_metrics, port:5432, server:db                                                                                        
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.0063648223876953   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:count_metrics, port:5432, server:db                                                                                        
  dd.postgres.operation.time.95percentile                 gauge  1737817380  3.0159950256347656   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:idx_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.718210220336914    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:idx_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.9605884552001953   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:index_progress_metrics, port:5432, server:db                                                                               
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.9571781158447266   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:index_progress_metrics, port:5432, server:db                                                                               
  dd.postgres.operation.time.95percentile                 gauge  1737817380  3.4606456756591797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:instance_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  5.963563919067383    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:instance_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.8235912322998047   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:lock_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.6140937805175781   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:lock_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.2896060943603516   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_class, port:5432, server:db                                                                                             
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.5521049499511719   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_class, port:5432, server:db                                                                                             
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.3902912139892578   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_control_checkpoint, port:5432, server:db                                                                                
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.37169456481933594  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_control_checkpoint, port:5432, server:db                                                                                
  dd.postgres.operation.time.95percentile                 gauge  1737817380  5.227565765380859    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots, port:5432, server:db                                                                                 
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.6577968597412109   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots, port:5432, server:db                                                                                 
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.850677490234375    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots_stats, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.8292198181152344   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots_stats, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.4639625549316406   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_snapshot, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.35309791564941406  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_snapshot, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.4787445068359375   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.80108642578125     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.3962516784667969   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database_conflicts, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.313852310180664    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database_conflicts, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.5135536193847656   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_wal_receiver, port:5432, server:db                                                                                 
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.3383159637451172   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_wal_receiver, port:5432, server:db                                                                                 
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.3643035888671875   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_uptime, port:5432, server:db                                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.42700767517089844  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_uptime, port:5432, server:db                                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.389669418334961    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:rel_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  3.570556640625       agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:rel_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  3.7479400634765625   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.4972686767578125   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.1963119506835938   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_stats_metrics, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  8.422374725341797    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_stats_metrics, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.8499622344970703   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:slru_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.7226467132568359   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:slru_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.7421970367431641   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_subscription_metrics, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.6287097930908203   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_subscription_metrics, port:5432, server:db                                                                            
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.30231475830078125  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_subscription_stats_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.33020973205566406  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_subscription_stats_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.42057037353515625  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_wal_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.34117698669433594  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:stat_wal_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.95percentile                 gauge  1737817380  2.5632381439208984   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:statio_metrics, port:5432, server:db                                                                                       
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.573801040649414    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:statio_metrics, port:5432, server:db                                                                                       
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.5941390991210938   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:subscription_state_metrics, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.4124641418457031   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:subscription_state_metrics, port:5432, server:db                                                                           
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.0559558868408203   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:vacuum_progress_metrics, port:5432, server:db                                                                              
  dd.postgres.operation.time.95percentile                 gauge  1737817380  1.0042190551757812   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:vacuum_progress_metrics, port:5432, server:db                                                                              
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.4050731658935547   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:wal_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.95percentile                 gauge  1737817380  0.38909912109375     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:wal_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  7.3809027671813965   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_collect_plan_for_statement, port:5432, server:db                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  36.02910041809082    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_collect_postgres_settings, port:5432, server:db                                                                           
  dd.postgres.operation.time.avg                          gauge  1737817380  26.276350021362305   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_emit_pg_stat_statements_metrics, port:5432, server:db                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  23.542404174804688   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_available_activity_columns, port:5432, server:db                                                                      
  dd.postgres.operation.time.avg                          gauge  1737817380  11.42263412475586    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_db_explain_setup_state, port:5432, server:db                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  4.76384162902832     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_get_new_pg_stat_activity, port:5432, server:db                                                                            
  dd.postgres.operation.time.avg                          gauge  1737817380  6.39796257019043     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_run_and_track_explain, port:5432, server:db                                                                               
  dd.postgres.operation.time.avg                          gauge  1737817380  5.899369716644287    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:_run_explain_safe, port:5432, server:db                                                                                    
  dd.postgres.operation.time.avg                          gauge  1737817380  0.8280277252197266   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:analyze_progress_metrics, port:5432, server:db                                                                             
  dd.postgres.operation.time.avg                          gauge  1737817380  1.7368793487548828   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:analyze_progress_metrics, port:5432, server:db                                                                             
  dd.postgres.operation.time.avg                          gauge  1737817380  1.729726791381836    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:archiver_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  0.6783008575439453   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:archiver_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  1.9214153289794922   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:bgw_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  0.8666515350341797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:bgw_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  7.676601409912109    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:cluster_vacuum_progress_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.avg                          gauge  1737817380  0.9429454803466797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:cluster_vacuum_progress_metrics, port:5432, server:db                                                                      
  dd.postgres.operation.time.avg                          gauge  1737817380  2.0210742950439453   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:connections_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.avg                          gauge  1737817380  3.111124038696289    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:connections_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.avg                          gauge  1737817380  1.0063648223876953   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:count_metrics, port:5432, server:db                                                                                        
  dd.postgres.operation.time.avg                          gauge  1737817380  0.9825229644775391   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:count_metrics, port:5432, server:db                                                                                        
  dd.postgres.operation.time.avg                          gauge  1737817380  3.0159950256347656   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:idx_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  2.718210220336914    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:idx_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  0.9605884552001953   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:index_progress_metrics, port:5432, server:db                                                                               
  dd.postgres.operation.time.avg                          gauge  1737817380  1.9571781158447266   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:index_progress_metrics, port:5432, server:db                                                                               
  dd.postgres.operation.time.avg                          gauge  1737817380  5.963563919067383    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:instance_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  3.4606456756591797   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:instance_metrics, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  2.8235912322998047   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:lock_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.avg                          gauge  1737817380  1.6140937805175781   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:lock_metrics, port:5432, server:db                                                                                         
  dd.postgres.operation.time.avg                          gauge  1737817380  1.5521049499511719   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_class, port:5432, server:db                                                                                             
  dd.postgres.operation.time.avg                          gauge  1737817380  1.2896060943603516   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_class, port:5432, server:db                                                                                             
  dd.postgres.operation.time.avg                          gauge  1737817380  0.37169456481933594  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_control_checkpoint, port:5432, server:db                                                                                
  dd.postgres.operation.time.avg                          gauge  1737817380  0.3902912139892578   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_control_checkpoint, port:5432, server:db                                                                                
  dd.postgres.operation.time.avg                          gauge  1737817380  5.227565765380859    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots, port:5432, server:db                                                                                 
  dd.postgres.operation.time.avg                          gauge  1737817380  0.6577968597412109   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots, port:5432, server:db                                                                                 
  dd.postgres.operation.time.avg                          gauge  1737817380  0.8292198181152344   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots_stats, port:5432, server:db                                                                           
  dd.postgres.operation.time.avg                          gauge  1737817380  0.850677490234375    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_replication_slots_stats, port:5432, server:db                                                                           
  dd.postgres.operation.time.avg                          gauge  1737817380  0.35309791564941406  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_snapshot, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  0.4639625549316406   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_snapshot, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  0.4787445068359375   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  0.80108642578125     agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database, port:5432, server:db                                                                                     
  dd.postgres.operation.time.avg                          gauge  1737817380  0.3962516784667969   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database_conflicts, port:5432, server:db                                                                           
  dd.postgres.operation.time.avg                          gauge  1737817380  2.313852310180664    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_database_conflicts, port:5432, server:db                                                                           
  dd.postgres.operation.time.avg                          gauge  1737817380  0.3383159637451172   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_wal_receiver, port:5432, server:db                                                                                 
  dd.postgres.operation.time.avg                          gauge  1737817380  0.5135536193847656   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_stat_wal_receiver, port:5432, server:db                                                                                 
  dd.postgres.operation.time.avg                          gauge  1737817380  0.3643035888671875   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_uptime, port:5432, server:db                                                                                            
  dd.postgres.operation.time.avg                          gauge  1737817380  0.42700767517089844  agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:pg_uptime, port:5432, server:db                                                                                            
  dd.postgres.operation.time.avg                          gauge  1737817380  3.570556640625       agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:rel_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  2.389669418334961    agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:rel_metrics, port:5432, server:db                                                                                          
  dd.postgres.operation.time.avg                          gauge  1737817380  3.7479400634765625   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_metrics, port:5432, server:db                                                                                  
  dd.postgres.operation.time.avg                          gauge  1737817380  1.4972686767578125   agent_hostname:docker-desktop, db:postgres, dd.internal.resource:database_instance:db, operation:replication_metrics, port:5432, server:db                                                                                  
